time,open,high,low,close,tick_volume,spread,real_volume
2025-10-09 23:00:00,61.174,61.205,61.158,61.158,210,18,0
2025-10-09 23:15:00,61.155,61.175,61.128,61.158,148,18,0
2025-10-09 23:30:00,61.163,61.218,61.15,61.218,209,18,0
2025-10-09 23:45:00,61.215,61.259,61.215,61.243,268,18,0
2025-10-10 01:00:00,61.196,61.234,61.151,61.154,191,18,0
2025-10-10 01:15:00,61.169,61.231,61.161,61.221,91,18,0
2025-10-10 01:30:00,61.223,61.229,61.201,61.221,79,18,0
2025-10-10 01:45:00,61.211,61.243,61.206,61.243,80,18,0
2025-10-10 02:00:00,61.246,61.298,61.239,61.291,90,18,0
2025-10-10 02:15:00,61.289,61.293,61.273,61.277,50,18,0
2025-10-10 02:30:00,61.28,61.332,61.28,61.303,107,18,0
2025-10-10 02:45:00,61.297,61.307,61.272,61.299,50,18,0
2025-10-10 03:00:00,61.282,61.326,61.205,61.288,259,18,0
2025-10-10 03:15:00,61.293,61.325,61.238,61.302,133,18,0
2025-10-10 03:30:00,61.304,61.338,61.283,61.328,109,18,0
2025-10-10 03:45:00,61.338,61.355,61.31,61.335,115,18,0
2025-10-10 04:00:00,61.337,61.352,61.225,61.255,337,18,0
2025-10-10 04:15:00,61.248,61.298,61.225,61.225,217,18,0
2025-10-10 04:30:00,61.23,61.272,61.158,61.195,292,18,0
2025-10-10 04:45:00,61.203,61.318,61.195,61.295,222,18,0
2025-10-10 05:00:00,61.288,61.295,61.245,61.285,228,18,0
2025-10-10 05:15:00,61.288,61.302,61.25,61.295,99,18,0
2025-10-10 05:30:00,61.298,61.325,61.242,61.259,198,18,0
2025-10-10 05:45:00,61.262,61.275,61.162,61.215,251,18,0
2025-10-10 06:00:00,61.208,61.225,61.125,61.155,299,18,0
2025-10-10 06:15:00,61.16,61.195,61.135,61.173,200,18,0
2025-10-10 06:30:00,61.168,61.218,61.092,61.115,187,18,0
2025-10-10 06:45:00,61.125,61.142,61.082,61.082,110,18,0
2025-10-10 07:00:00,61.079,61.09,61.025,61.03,130,18,0
2025-10-10 07:15:00,61.033,61.055,60.984,60.984,132,18,0
2025-10-10 07:30:00,60.981,61.013,60.951,60.985,102,18,0
2025-10-10 07:45:00,60.991,60.991,60.921,60.934,95,18,0
2025-10-10 08:00:00,60.927,61.006,60.924,60.996,96,18,0
2025-10-10 08:15:00,61.0,61.096,60.961,61.038,176,18,0
2025-10-10 08:30:00,61.041,61.104,61.031,61.071,304,18,0
2025-10-10 08:45:00,61.061,61.091,61.031,61.074,248,18,0
2025-10-10 09:00:00,61.076,61.096,60.902,60.997,369,18,0
2025-10-10 09:15:00,60.995,61.119,60.934,60.952,585,18,0
2025-10-10 09:30:00,60.954,61.02,60.834,60.967,620,18,0
2025-10-10 09:45:00,60.962,60.987,60.826,60.842,687,18,0
2025-10-10 10:00:00,60.844,60.862,60.734,60.777,804,18,0
2025-10-10 10:15:00,60.775,60.968,60.747,60.946,630,18,0
2025-10-10 10:30:00,60.941,60.985,60.855,60.94,748,18,0
2025-10-10 10:45:00,60.943,61.039,60.878,60.926,702,18,0
2025-10-10 11:00:00,60.939,61.159,60.926,61.113,860,18,0
2025-10-10 11:15:00,61.114,61.187,60.985,61.038,1080,18,0
2025-10-10 11:30:00,61.034,61.169,60.825,60.893,1036,18,0
2025-10-10 11:45:00,60.898,61.031,60.872,60.967,561,18,0
2025-10-10 12:00:00,60.965,60.967,60.771,60.873,1082,18,0
2025-10-10 12:15:00,60.868,60.875,60.687,60.828,801,18,0
2025-10-10 12:30:00,60.826,60.995,60.734,60.925,918,18,0
2025-10-10 12:45:00,60.928,60.932,60.829,60.831,370,18,0
2025-10-10 13:00:00,60.829,60.87,60.624,60.642,605,18,0
2025-10-10 13:15:00,60.635,60.673,60.459,60.46,691,18,0
2025-10-10 13:30:00,60.458,60.553,60.415,60.463,724,18,0
2025-10-10 13:45:00,60.466,60.527,60.415,60.422,489,18,0
2025-10-10 14:00:00,60.429,60.505,60.42,60.49,502,18,0
2025-10-10 14:15:00,60.485,60.625,60.483,60.515,609,18,0
2025-10-10 14:30:00,60.513,60.528,60.403,60.423,505,18,0
2025-10-10 14:45:00,60.413,60.439,60.348,60.409,597,18,0
2025-10-10 15:00:00,60.401,60.419,60.212,60.242,903,18,0
2025-10-10 15:15:00,60.238,60.392,60.238,60.372,625,18,0
2025-10-10 15:30:00,60.37,60.378,60.216,60.25,728,18,0
2025-10-10 15:45:00,60.254,60.307,59.881,59.98,1719,18,0
2025-10-10 16:00:00,59.979,60.0,59.479,59.496,2929,18,0
2025-10-10 16:15:00,59.508,59.687,59.303,59.67,2053,18,0
2025-10-10 16:30:00,59.665,60.064,59.573,59.954,2447,18,0
2025-10-10 16:45:00,59.959,60.054,59.871,59.904,1929,18,0
2025-10-10 17:00:00,59.906,59.991,59.614,59.627,1876,18,0
2025-10-10 17:15:00,59.622,59.79,59.537,59.575,1541,18,0
2025-10-10 17:30:00,59.57,59.784,59.554,59.758,1272,18,0
2025-10-10 17:45:00,59.764,60.209,59.748,59.823,2514,18,0
2025-10-10 18:00:00,59.815,59.838,59.39,59.511,4506,18,0
2025-10-10 18:15:00,59.514,59.518,58.987,59.044,3185,18,0
2025-10-10 18:30:00,59.039,59.25,58.873,59.237,2767,18,0
2025-10-10 18:45:00,59.242,59.357,58.655,58.669,2620,18,0
2025-10-10 19:00:00,58.675,58.863,58.445,58.709,2554,18,0
2025-10-10 19:15:00,58.706,58.773,58.569,58.732,1874,18,0
2025-10-10 19:30:00,58.727,58.819,58.639,58.719,1780,18,0
2025-10-10 19:45:00,58.724,58.853,58.599,58.646,1583,18,0
2025-10-10 20:00:00,58.649,58.825,58.629,58.802,1187,18,0
2025-10-10 20:15:00,58.815,58.815,58.612,58.669,941,18,0
2025-10-10 20:30:00,58.665,58.779,58.625,58.703,972,18,0
2025-10-10 20:45:00,58.699,58.833,58.644,58.683,1143,18,0
2025-10-10 21:00:00,58.676,58.703,58.445,58.565,1140,18,0
2025-10-10 21:15:00,58.567,58.689,58.535,58.679,1650,18,0
2025-10-10 21:30:00,58.675,58.675,58.468,58.612,842,18,0
2025-10-10 21:45:00,58.622,58.627,58.502,58.532,507,18,0
2025-10-10 22:00:00,58.533,58.702,58.532,58.617,551,18,0
2025-10-10 22:15:00,58.615,58.652,58.525,58.545,364,18,0
2025-10-10 22:30:00,58.555,58.6,58.515,58.592,464,18,0
2025-10-10 22:45:00,58.595,58.683,58.519,58.559,630,18,0
2025-10-10 23:00:00,58.556,58.619,58.534,58.586,246,18,0
2025-10-10 23:15:00,58.593,58.613,58.546,58.579,263,18,0
2025-10-10 23:30:00,58.576,58.586,58.499,58.499,141,18,0
2025-10-10 23:45:00,58.497,58.515,58.015,58.063,1387,18,0
