time,symbol,open,high,low,close,volume
2025.10.21 16:16,EURUSDm,1.162,1.162,1.161,1.161,56
2025.10.21 16:16,GBPUSDm,1.338,1.338,1.338,1.338,85
2025.10.21 16:16,USDJPYm,151.798,151.830,151.793,151.822,75
2025.10.21 16:16,USDCADm,1.401,1.401,1.401,1.401,27
2025.10.21 16:16,AUDUSDm,0.650,0.650,0.650,0.650,24
2025.10.21 16:16,NZDUSDm,0.575,0.575,0.574,0.574,24
2025.10.21 16:16,USDCHFm,0.796,0.796,0.796,0.796,37
2025.10.21 16:16,EURGBPm,0.868,0.868,0.868,0.868,22
2025.10.21 16:16,EURJPYm,176.317,176.329,176.307,176.321,43
2025.10.21 16:16,EURAUDm,1.787,1.787,1.787,1.787,36
2025.10.21 16:16,EURCADm,1.628,1.628,1.627,1.627,34
2025.10.21 16:16,EURNZDm,2.021,2.021,2.021,2.021,39
2025.10.21 16:16,EURCHFm,0.924,0.924,0.924,0.924,24
2025.10.21 16:16,GBPJPYm,203.172,203.190,203.159,203.174,61
2025.10.21 16:16,GBPAUDm,2.059,2.059,2.059,2.059,45
2025.10.21 16:16,GBPCADm,1.875,1.875,1.875,1.875,34
2025.10.21 16:16,GBPNZDm,2.329,2.329,2.329,2.329,44
2025.10.21 16:16,GBPCHFm,1.065,1.065,1.065,1.065,32
2025.10.21 16:16,AUDJPYm,98.652,98.665,98.650,98.662,35
2025.10.21 16:16,AUDCADm,0.911,0.911,0.911,0.911,19
2025.10.21 16:16,AUDNZDm,1.131,1.131,1.131,1.131,32
2025.10.21 16:16,AUDCHFm,0.517,0.517,0.517,0.517,27
2025.10.21 16:16,CADJPYm,108.313,108.331,108.310,108.329,29
2025.10.21 16:16,CADCHFm,0.568,0.568,0.568,0.568,36
2025.10.21 16:16,NZDJPYm,87.203,87.215,87.200,87.215,30
2025.10.21 16:16,NZDCADm,0.805,0.805,0.805,0.805,27
2025.10.21 16:16,NZDCHFm,0.457,0.457,0.457,0.457,22
2025.10.21 16:16,CHFJPYm,190.796,190.796,190.773,190.787,45
2025.10.21 16:16,XAUUSDm,4130.966,4131.293,4126.222,4129.124,878
2025.10.21 16:16,XAGUSDm,48.918,48.918,48.889,48.892,40
2025.10.21 16:17,EURUSDm,1.161,1.161,1.161,1.161,58
2025.10.21 16:17,GBPUSDm,1.338,1.338,1.338,1.338,70
2025.10.21 16:17,USDJPYm,151.822,151.827,151.820,151.825,26
2025.10.21 16:17,USDCADm,1.401,1.401,1.401,1.401,22
2025.10.21 16:17,AUDUSDm,0.650,0.650,0.650,0.650,26
2025.10.21 16:17,NZDUSDm,0.574,0.574,0.574,0.574,16
2025.10.21 16:17,USDCHFm,0.796,0.796,0.796,0.796,29
2025.10.21 16:17,EURGBPm,0.868,0.868,0.868,0.868,24
2025.10.21 16:17,EURJPYm,176.321,176.321,176.295,176.301,33
2025.10.21 16:17,EURAUDm,1.787,1.787,1.787,1.787,34
2025.10.21 16:17,EURCADm,1.627,1.627,1.627,1.627,26
2025.10.21 16:17,EURNZDm,2.021,2.021,2.021,2.021,35
2025.10.21 16:17,EURCHFm,0.924,0.924,0.924,0.924,19
2025.10.21 16:17,GBPJPYm,203.174,203.177,203.145,203.152,47
2025.10.21 16:17,GBPAUDm,2.059,2.059,2.059,2.059,45
2025.10.21 16:17,GBPCADm,1.875,1.875,1.875,1.875,36
2025.10.21 16:17,GBPNZDm,2.329,2.329,2.329,2.329,34
2025.10.21 16:17,GBPCHFm,1.065,1.065,1.065,1.065,31
2025.10.21 16:17,AUDJPYm,98.663,98.664,98.651,98.654,25
2025.10.21 16:17,AUDCADm,0.911,0.911,0.910,0.910,21
2025.10.21 16:17,AUDNZDm,1.131,1.131,1.131,1.131,20
2025.10.21 16:17,AUDCHFm,0.517,0.517,0.517,0.517,20
2025.10.21 16:17,CADJPYm,108.329,108.330,108.318,108.326,15
2025.10.21 16:17,CADCHFm,0.568,0.568,0.568,0.568,22
2025.10.21 16:17,NZDJPYm,87.215,87.215,87.203,87.205,16
2025.10.21 16:17,NZDCADm,0.805,0.805,0.805,0.805,20
2025.10.21 16:17,NZDCHFm,0.457,0.457,0.457,0.457,19
2025.10.21 16:17,CHFJPYm,190.789,190.791,190.760,190.763,30
2025.10.21 16:17,XAUUSDm,4129.175,4133.066,4129.175,4132.190,597
2025.10.21 16:17,XAGUSDm,48.891,48.943,48.891,48.938,44
2025.10.21 16:18,EURUSDm,1.161,1.161,1.161,1.161,52
2025.10.21 16:18,GBPUSDm,1.338,1.338,1.338,1.338,78
2025.10.21 16:18,USDJPYm,151.824,151.857,151.823,151.851,72
2025.10.21 16:18,USDCADm,1.401,1.401,1.401,1.401,15
2025.10.21 16:18,AUDUSDm,0.650,0.650,0.650,0.650,17
2025.10.21 16:18,NZDUSDm,0.574,0.574,0.574,0.574,17
2025.10.21 16:18,USDCHFm,0.796,0.796,0.796,0.796,37
2025.10.21 16:18,EURGBPm,0.868,0.868,0.868,0.868,17
2025.10.21 16:18,EURJPYm,176.304,176.331,176.300,176.326,43
2025.10.21 16:18,EURAUDm,1.787,1.787,1.787,1.787,22
2025.10.21 16:18,EURCADm,1.627,1.627,1.627,1.627,27
2025.10.21 16:18,EURNZDm,2.021,2.021,2.021,2.021,27
2025.10.21 16:18,EURCHFm,0.924,0.924,0.924,0.924,27
2025.10.21 16:18,GBPJPYm,203.153,203.203,203.151,203.195,63
2025.10.21 16:18,GBPAUDm,2.059,2.059,2.059,2.059,42
2025.10.21 16:18,GBPCADm,1.875,1.875,1.875,1.875,30
2025.10.21 16:18,GBPNZDm,2.329,2.329,2.329,2.329,37
2025.10.21 16:18,GBPCHFm,1.065,1.065,1.065,1.065,34
2025.10.21 16:18,AUDJPYm,98.655,98.668,98.652,98.665,31
2025.10.21 16:18,AUDCADm,0.911,0.911,0.910,0.911,19
2025.10.21 16:18,AUDNZDm,1.131,1.131,1.131,1.131,17
2025.10.21 16:18,AUDCHFm,0.517,0.517,0.517,0.517,29
2025.10.21 16:18,CADJPYm,108.325,108.339,108.325,108.336,24
2025.10.21 16:18,CADCHFm,0.568,0.568,0.568,0.568,31
2025.10.21 16:18,NZDJPYm,87.206,87.221,87.204,87.221,21
2025.10.21 16:18,NZDCADm,0.805,0.805,0.805,0.805,17
2025.10.21 16:18,NZDCHFm,0.457,0.457,0.457,0.457,16
2025.10.21 16:18,CHFJPYm,190.763,190.781,190.746,190.756,56
2025.10.21 16:18,XAUUSDm,4132.233,4132.233,4126.888,4126.919,704
2025.10.21 16:18,XAGUSDm,48.938,48.941,48.916,48.927,45
2025.10.21 16:19,EURUSDm,1.161,1.161,1.161,1.161,36
2025.10.21 16:19,GBPUSDm,1.338,1.338,1.338,1.338,35
2025.10.21 16:19,USDJPYm,151.851,151.851,151.812,151.812,58
2025.10.21 16:19,USDCADm,1.401,1.401,1.401,1.401,20
2025.10.21 16:19,AUDUSDm,0.650,0.650,0.650,0.650,17
2025.10.21 16:19,NZDUSDm,0.574,0.574,0.574,0.574,11
2025.10.21 16:19,USDCHFm,0.796,0.796,0.796,0.796,24
2025.10.21 16:19,EURGBPm,0.868,0.868,0.868,0.868,20
2025.10.21 16:19,EURJPYm,176.323,176.324,176.298,176.308,39
2025.10.21 16:19,EURAUDm,1.787,1.787,1.787,1.787,31
2025.10.21 16:19,EURCADm,1.627,1.627,1.627,1.627,21
2025.10.21 16:19,EURNZDm,2.021,2.021,2.021,2.021,25
2025.10.21 16:19,EURCHFm,0.924,0.924,0.924,0.924,19
2025.10.21 16:19,GBPJPYm,203.190,203.199,203.165,203.176,47
2025.10.21 16:19,GBPAUDm,2.059,2.059,2.059,2.059,27
2025.10.21 16:19,GBPCADm,1.875,1.875,1.875,1.875,20
2025.10.21 16:19,GBPNZDm,2.329,2.329,2.329,2.329,29
2025.10.21 16:19,GBPCHFm,1.065,1.065,1.065,1.065,25
2025.10.21 16:19,AUDJPYm,98.664,98.666,98.648,98.651,26
2025.10.21 16:19,AUDCADm,0.911,0.911,0.910,0.910,22
2025.10.21 16:19,AUDNZDm,1.131,1.131,1.131,1.131,18
2025.10.21 16:19,AUDCHFm,0.517,0.517,0.517,0.517,17
2025.10.21 16:19,CADJPYm,108.337,108.340,108.319,108.324,21
2025.10.21 16:19,CADCHFm,0.568,0.568,0.568,0.568,13
2025.10.21 16:19,NZDJPYm,87.219,87.221,87.205,87.205,22
2025.10.21 16:19,NZDCADm,0.805,0.805,0.805,0.805,19
2025.10.21 16:19,NZDCHFm,0.457,0.457,0.457,0.457,17
2025.10.21 16:19,CHFJPYm,190.754,190.769,190.750,190.760,31
2025.10.21 16:19,XAUUSDm,4126.958,4128.759,4126.636,4127.437,704
2025.10.21 16:19,XAGUSDm,48.925,48.929,48.911,48.919,50
2025.10.21 16:20,EURUSDm,1.161,1.161,1.161,1.161,38
2025.10.21 16:20,GBPUSDm,1.338,1.338,1.338,1.338,42
2025.10.21 16:20,USDJPYm,151.812,151.825,151.810,151.815,36
2025.10.21 16:20,USDCADm,1.401,1.401,1.401,1.401,21
2025.10.21 16:20,AUDUSDm,0.650,0.650,0.650,0.650,27
2025.10.21 16:20,NZDUSDm,0.574,0.574,0.574,0.574,10
2025.10.21 16:20,USDCHFm,0.796,0.796,0.796,0.796,20
2025.10.21 16:20,EURGBPm,0.868,0.868,0.868,0.868,14
2025.10.21 16:20,EURJPYm,176.307,176.322,176.306,176.322,29
2025.10.21 16:20,EURAUDm,1.787,1.787,1.787,1.787,31
2025.10.21 16:20,EURCADm,1.627,1.627,1.627,1.627,25
2025.10.21 16:20,EURNZDm,2.021,2.021,2.021,2.021,30
2025.10.21 16:20,EURCHFm,0.924,0.924,0.924,0.924,16
2025.10.21 16:20,GBPJPYm,203.173,203.181,203.163,203.178,42
2025.10.21 16:20,GBPAUDm,2.059,2.060,2.059,2.060,37
2025.10.21 16:20,GBPCADm,1.875,1.875,1.875,1.875,23
2025.10.21 16:20,GBPNZDm,2.329,2.329,2.329,2.329,33
2025.10.21 16:20,GBPCHFm,1.065,1.065,1.065,1.065,22
2025.10.21 16:20,AUDJPYm,98.648,98.651,98.644,98.644,27
2025.10.21 16:20,AUDCADm,0.910,0.910,0.910,0.910,20
2025.10.21 16:20,AUDNZDm,1.131,1.131,1.131,1.131,21
2025.10.21 16:20,AUDCHFm,0.517,0.517,0.517,0.517,16
2025.10.21 16:20,CADJPYm,108.322,108.330,108.322,108.326,20
2025.10.21 16:20,CADCHFm,0.568,0.568,0.568,0.568,13
