time,open,high,low,close,tick_volume,spread,real_volume
2025-10-06 04:00:00,9489.62,9489.71,9487.4,9488.61,394,870,0
2025-10-06 04:15:00,9488.62,9488.92,9482.14,9485.65,475,870,0
2025-10-06 04:30:00,9486.05,9487.77,9481.87,9483.64,542,870,0
2025-10-06 04:45:00,9483.84,9485.34,9482.02,9484.82,442,870,0
2025-10-06 05:00:00,9485.02,9485.06,9481.95,9482.7,385,870,0
2025-10-06 05:15:00,9482.69,9482.76,9479.97,9480.15,257,870,0
2025-10-06 05:30:00,9483.15,9483.56,9477.64,9479.21,342,270,0
2025-10-06 05:45:00,9479.2,9480.74,9478.47,9479.9,284,270,0
2025-10-06 06:00:00,9480.1,9482.85,9479.45,9479.64,404,270,0
2025-10-06 06:15:00,9479.44,9479.44,9478.0,9479.09,287,270,0
2025-10-06 06:30:00,9479.1,9480.74,9478.45,9479.89,380,270,0
2025-10-06 06:45:00,9479.69,9483.73,9479.62,9482.61,390,270,0
2025-10-06 07:00:00,9482.68,9484.62,9478.62,9484.18,671,270,0
2025-10-06 07:15:00,9484.17,9488.11,9484.1,9486.18,439,270,0
2025-10-06 07:30:00,9486.17,9489.65,9486.16,9488.7,433,270,0
2025-10-06 07:45:00,9488.69,9488.69,9484.65,9486.14,418,270,0
2025-10-06 08:00:00,9486.15,9486.15,9480.15,9480.15,203,270,0
2025-10-06 08:15:00,9480.4,9481.65,9479.9,9480.15,118,270,0
2025-10-06 08:30:00,9480.65,9489.65,9480.65,9489.15,148,270,0
2025-10-06 08:45:00,9489.4,9492.15,9488.9,9489.15,97,270,0
2025-10-06 09:00:00,9489.4,9490.25,9481.5,9483.5,256,100,0
2025-10-06 09:15:00,9483.25,9486.25,9477.75,9478.5,137,100,0
2025-10-06 09:30:00,9478.0,9481.75,9475.25,9480.75,170,100,0
2025-10-06 09:45:00,9480.5,9487.5,9480.5,9487.0,204,100,0
2025-10-06 10:00:00,9489.0,9492.4,9475.65,9487.4,867,100,0
2025-10-06 10:15:00,9487.15,9493.15,9485.4,9487.4,495,120,0
2025-10-06 10:30:00,9488.15,9488.15,9462.9,9478.4,782,120,0
2025-10-06 10:45:00,9477.9,9479.65,9468.15,9470.4,751,120,0
2025-10-06 11:00:00,9471.15,9479.9,9469.65,9475.65,655,120,0
2025-10-06 11:15:00,9475.9,9482.4,9471.4,9477.4,451,120,0
2025-10-06 11:30:00,9477.15,9480.65,9471.64,9474.19,516,120,0
2025-10-06 11:45:00,9474.43,9475.17,9470.08,9473.4,447,120,0
2025-10-06 12:00:00,9473.39,9473.39,9467.32,9468.09,413,120,0
2025-10-06 12:15:00,9467.84,9479.39,9467.84,9478.88,422,120,0
2025-10-06 12:30:00,9477.89,9481.33,9473.61,9474.48,304,120,0
2025-10-06 12:45:00,9474.49,9476.63,9470.78,9474.95,312,120,0
2025-10-06 13:00:00,9475.45,9484.0,9475.2,9483.43,317,120,0
2025-10-06 13:15:00,9483.18,9484.52,9482.14,9482.52,193,120,0
2025-10-06 13:30:00,9482.53,9488.36,9480.33,9486.44,241,120,0
2025-10-06 13:45:00,9486.93,9498.22,9485.47,9494.25,393,120,0
2025-10-06 14:00:00,9495.24,9506.17,9495.24,9502.17,454,120,0
2025-10-06 14:15:00,9503.16,9505.01,9497.9,9503.5,368,120,0
2025-10-06 14:30:00,9503.75,9506.37,9502.0,9505.03,270,120,0
2025-10-06 14:45:00,9505.28,9510.37,9503.97,9509.26,377,120,0
2025-10-06 15:00:00,9509.01,9512.12,9507.67,9511.36,308,120,0
2025-10-06 15:15:00,9511.35,9512.82,9508.44,9509.19,342,120,0
2025-10-06 15:30:00,9508.94,9510.65,9505.42,9507.31,261,120,0
2025-10-06 15:45:00,9507.56,9511.14,9503.8,9509.35,329,120,0
2025-10-06 16:00:00,9509.6,9516.74,9506.86,9513.33,396,120,0
2025-10-06 16:15:00,9513.57,9513.84,9507.43,9508.16,348,120,0
2025-10-06 16:30:00,9508.66,9512.77,9500.62,9500.7,981,120,0
2025-10-06 16:45:00,9500.21,9502.19,9486.08,9486.83,801,120,0
2025-10-06 17:00:00,9487.08,9489.55,9477.12,9488.99,816,120,0
2025-10-06 17:15:00,9488.49,9494.08,9483.53,9489.61,587,120,0
2025-10-06 17:30:00,9490.1,9491.39,9483.13,9484.95,427,120,0
2025-10-06 17:45:00,9485.2,9485.96,9474.78,9479.84,476,120,0
2025-10-06 18:00:00,9480.33,9482.31,9475.6,9477.85,481,120,0
2025-10-06 18:15:00,9477.84,9485.19,9476.84,9481.22,436,120,0
2025-10-06 18:30:00,9481.72,9481.72,9474.26,9480.22,405,120,0
2025-10-06 18:45:00,9480.47,9481.71,9477.75,9479.24,202,220,0
