time,open,high,low,close,tick_volume,spread,real_volume
2025-10-09 22:15:00,24613.8,24626.24,24607.83,24620.78,374,200,0
2025-10-09 22:30:00,24620.28,24624.28,24614.82,24621.79,312,200,0
2025-10-09 22:45:00,24622.79,24628.77,24614.34,24618.82,599,200,0
2025-10-09 23:00:00,24616.32,24621.47,24611.32,24612.59,196,700,0
2025-10-09 23:15:00,24611.95,24611.96,24605.61,24608.79,66,700,0
2025-10-09 23:30:00,24608.8,24612.49,24604.21,24612.49,77,700,0
2025-10-09 23:45:00,24613.13,24613.13,24607.55,24612.01,61,700,0
2025-10-10 01:00:00,24616.52,24625.11,24614.5,24617.68,354,700,0
2025-10-10 01:15:00,24617.04,24622.76,24616.41,24619.1,103,700,0
2025-10-10 01:30:00,24620.37,24631.33,24620.37,24630.37,185,700,0
2025-10-10 01:45:00,24630.06,24630.44,24626.25,24630.12,154,700,0
2025-10-10 02:00:00,24630.44,24631.71,24623.5,24625.73,161,700,0
2025-10-10 02:15:00,24625.41,24629.87,24625.41,24628.61,66,1200,0
2025-10-10 02:30:00,24627.97,24630.75,24627.12,24628.22,102,1200,0
2025-10-10 02:45:00,24628.54,24638.54,24628.22,24638.54,146,1200,0
2025-10-10 03:00:00,24640.7,24650.0,24629.9,24636.5,456,1200,0
2025-10-10 03:15:00,24636.1,24648.76,24621.09,24628.07,258,1200,0
2025-10-10 03:30:00,24627.08,24640.52,24627.08,24636.05,134,1200,0
2025-10-10 03:45:00,24635.55,24653.48,24633.57,24651.0,150,1200,0
2025-10-10 04:00:00,24651.49,24655.5,24642.55,24655.5,154,1100,0
2025-10-10 04:15:00,24654.5,24660.47,24646.05,24651.03,171,1100,0
2025-10-10 04:30:00,24653.52,24653.52,24636.62,24642.09,174,1100,0
2025-10-10 04:45:00,24642.59,24657.04,24642.09,24654.55,103,1100,0
2025-10-10 05:00:00,24654.05,24655.05,24646.1,24653.57,84,1100,0
2025-10-10 05:15:00,24654.07,24657.07,24650.1,24653.59,77,1100,0
2025-10-10 05:30:00,24652.6,24657.59,24651.1,24652.62,42,600,0
2025-10-10 05:45:00,24652.12,24652.62,24642.18,24644.18,91,600,0
2025-10-10 06:00:00,24644.68,24654.65,24638.71,24654.15,125,600,0
2025-10-10 06:15:00,24653.16,24655.65,24645.7,24651.18,86,600,0
2025-10-10 06:30:00,24650.68,24657.16,24650.19,24653.19,154,600,0
2025-10-10 06:45:00,24654.19,24655.18,24637.78,24646.24,129,600,0
2025-10-10 07:00:00,24647.24,24656.7,24645.74,24650.24,124,600,0
2025-10-10 07:15:00,24650.74,24650.74,24643.28,24647.77,58,600,0
2025-10-10 07:30:00,24648.27,24648.27,24640.32,24643.8,77,600,0
2025-10-10 07:45:00,24644.3,24644.3,24623.41,24628.4,130,600,0
2025-10-10 08:00:00,24627.9,24627.9,24605.51,24620.45,199,600,0
2025-10-10 08:15:00,24621.94,24633.4,24619.96,24627.93,119,600,0
2025-10-10 08:30:00,24630.42,24641.87,24630.42,24632.43,69,600,0
2025-10-10 08:45:00,24631.93,24642.9,24631.43,24642.9,93,600,0
2025-10-10 09:00:00,24643.39,24678.98,24643.39,24678.48,402,90,0
2025-10-10 09:15:00,24678.98,24678.98,24649.37,24654.31,313,90,0
2025-10-10 09:30:00,24655.3,24667.23,24631.48,24646.91,790,90,0
2025-10-10 09:45:00,24647.41,24654.38,24633.49,24644.94,622,90,0
2025-10-10 10:00:00,24646.93,24678.18,24639.36,24663.27,2388,90,0
