time,open,high,low,close,tick_volume,spread,real_volume
2025-10-09 14:00:00,26758.51,26761.49,26743.01,26747.51,364,1000,0
2025-10-09 14:15:00,26746.99,26759.51,26742.49,26757.99,284,1000,0
2025-10-09 14:30:00,26757.49,26778.99,26754.49,26776.99,352,1000,0
2025-10-09 14:45:00,26777.51,26791.01,26771.49,26772.99,399,1000,0
2025-10-09 15:00:00,26773.51,26777.01,26754.49,26758.01,481,1000,0
2025-10-09 15:15:00,26757.99,26768.01,26754.49,26761.01,396,1000,0
2025-10-09 15:30:00,26760.99,26789.01,26760.51,26781.99,496,1000,0
2025-10-09 15:45:00,26780.99,26786.51,26777.99,26783.51,467,1000,0
2025-10-09 16:00:00,26782.99,26796.51,26761.99,26781.99,816,1000,0
2025-10-09 16:15:00,26781.51,26786.51,26765.01,26768.01,704,1000,0
2025-10-09 16:30:00,26768.49,26774.01,26648.01,26657.51,2407,1000,0
2025-10-09 16:45:00,26655.99,26667.51,26557.51,26580.99,2562,1000,0
2025-10-09 17:00:00,26579.01,26611.01,26564.99,26586.49,2072,1000,0
2025-10-09 17:15:00,26587.51,26593.01,26516.49,26516.49,1636,1000,0
2025-10-09 17:30:00,26516.01,26535.01,26485.99,26487.51,2024,1000,0
2025-10-09 17:45:00,26487.99,26524.99,26474.49,26512.51,1722,1000,0
2025-10-09 18:00:00,26513.51,26533.51,26491.99,26511.99,1328,1000,0
2025-10-09 18:15:00,26512.51,26532.01,26487.49,26489.49,1281,1000,0
2025-10-09 18:30:00,26489.01,26492.01,26433.99,26449.99,1677,1000,0
2025-10-09 18:45:00,26450.51,26490.99,26433.01,26480.99,1112,1000,0
2025-10-09 19:00:00,26483.01,26500.51,26462.51,26472.49,933,1000,0
2025-10-09 19:15:00,26472.99,26483.01,26446.99,26458.01,1024,1000,0
2025-10-09 19:30:00,26457.49,26457.51,26395.49,26407.49,1097,1000,0
2025-10-09 19:45:00,26408.49,26421.51,26375.49,26379.51,1046,1000,0
2025-10-09 20:00:00,26380.49,26397.01,26346.99,26369.51,1377,1000,0
2025-10-09 20:15:00,26370.51,26387.01,26353.51,26362.51,1247,1000,0
2025-10-09 20:30:00,26363.01,26392.51,26355.49,26371.01,1013,1000,0
2025-10-09 20:45:00,26369.49,26380.99,26357.99,26371.99,782,1000,0
2025-10-09 21:00:00,26370.99,26372.99,26339.99,26343.51,927,1000,0
2025-10-09 21:15:00,26342.49,26361.01,26326.49,26330.49,739,1000,0
2025-10-09 21:30:00,26331.51,26335.49,26314.49,26333.49,658,1000,0
2025-10-09 21:45:00,26334.01,26338.01,26309.01,26317.49,792,1000,0
2025-10-10 04:15:00,26317.5,26473.49,26317.5,26456.01,2282,1000,0
2025-10-10 04:30:00,26454.51,26478.51,26342.99,26433.99,3734,1000,0
2025-10-10 04:45:00,26435.99,26527.51,26398.99,26471.51,3426,1000,0
2025-10-10 05:00:00,26471.99,26492.01,26385.99,26477.99,3379,1000,0
2025-10-10 05:15:00,26477.49,26530.49,26451.01,26513.01,3051,1000,0
2025-10-10 05:30:00,26513.51,26546.49,26468.99,26473.01,2831,1000,0
2025-10-10 05:45:00,26474.01,26475.99,26424.99,26457.51,2527,1000,0
2025-10-10 06:00:00,26456.99,26464.01,26414.01,26445.01,2403,1000,0
2025-10-10 06:15:00,26444.51,26495.01,26409.49,26450.49,2448,1000,0
2025-10-10 06:30:00,26449.01,26472.49,26428.51,26431.01,1412,1000,0
2025-10-10 06:45:00,26430.49,26456.51,26426.49,26440.99,1005,1000,0
2025-10-10 08:00:00,26440.98,26464.01,26415.49,26427.01,2587,1000,0
2025-10-10 08:15:00,26425.99,26428.01,26376.49,26380.01,2326,1000,0
2025-10-10 08:30:00,26380.49,26414.99,26351.49,26368.49,2279,1000,0
2025-10-10 08:45:00,26367.01,26409.99,26325.49,26408.99,2292,1000,0
2025-10-10 09:00:00,26409.49,26418.49,26318.51,26322.99,2302,1000,0
2025-10-10 09:15:00,26322.51,26346.49,26295.49,26317.99,2313,1000,0
2025-10-10 09:30:00,26320.01,26339.51,26277.99,26290.51,2380,1000,0
2025-10-10 09:45:00,26290.99,26320.51,26248.51,26318.51,2123,1000,0
2025-10-10 10:00:00,26316.49,26353.99,26287.99,26291.01,1884,1000,0
2025-10-10 10:15:00,26289.99,26294.51,26266.99,26279.49,1547,1000,0
2025-10-10 10:30:00,26278.99,26292.51,26251.99,26255.99,1329,1000,0
2025-10-10 10:45:00,26257.51,26295.01,26257.51,26283.99,1347,1000,0
2025-10-10 11:00:00,26285.99,26306.01,26262.01,26269.01,1276,1000,0
2025-10-10 11:15:00,26269.51,26285.01,26251.01,26251.51,939,1000,0
2025-10-10 12:15:00,26251.02,26251.02,26178.51,26216.49,910,1000,0
2025-10-10 12:30:00,26216.01,26217.01,26194.51,26203.01,472,1000,0
2025-10-10 12:45:00,26202.49,26213.49,26170.99,26173.51,629,1000,0
2025-10-10 13:00:00,26173.01,26206.51,26155.49,26201.49,666,1000,0
2025-10-10 13:15:00,26200.99,26233.99,26199.99,26223.01,574,1000,0
2025-10-10 13:30:00,26223.51,26239.49,26209.49,26232.99,362,1000,0
2025-10-10 13:45:00,26232.49,26251.01,26226.49,26246.01,402,1000,0
2025-10-10 14:00:00,26245.51,26276.51,26245.01,26272.01,430,1000,0
2025-10-10 14:15:00,26272.51,26274.01,26249.51,26255.99,399,1000,0
2025-10-10 14:30:00,26255.49,26271.01,26252.99,26263.01,439,1000,0
2025-10-10 14:45:00,26263.51,26268.51,26259.01,26265.01,340,1000,0
2025-10-10 15:00:00,26265.49,26303.01,26257.49,26303.01,490,1000,0
2025-10-10 15:15:00,26301.49,26310.49,26286.49,26286.49,541,1000,0
2025-10-10 15:30:00,26286.01,26299.99,26259.01,26260.99,560,1000,0
