time,open,high,low,close,tick_volume,spread,real_volume
2025-10-04 23:45:00,119.065,119.185,118.955,119.025,95,80,0
2025-10-05 00:00:00,119.125,119.415,119.125,119.415,72,80,0
2025-10-05 00:15:00,119.415,119.555,119.235,119.265,150,80,0
2025-10-05 00:30:00,119.265,119.275,119.095,119.175,70,80,0
2025-10-05 00:45:00,119.175,119.445,119.175,119.405,78,80,0
2025-10-05 01:00:00,119.405,119.745,119.405,119.715,160,80,0
2025-10-05 01:15:00,119.715,119.955,119.595,119.895,113,80,0
2025-10-05 01:30:00,119.895,120.055,119.805,120.005,110,80,0
2025-10-05 01:45:00,120.005,120.105,119.905,119.965,73,80,0
2025-10-05 02:00:00,119.965,120.205,119.855,120.145,132,80,0
2025-10-05 02:15:00,120.145,120.315,120.045,120.145,125,80,0
2025-10-05 02:30:00,120.145,120.435,119.965,120.385,197,80,0
2025-10-05 02:45:00,120.385,120.535,120.255,120.465,95,80,0
2025-10-05 03:00:00,120.465,120.825,120.155,120.445,200,80,0
2025-10-05 03:15:00,120.445,121.565,120.375,121.395,286,80,0
2025-10-05 03:30:00,121.395,121.905,121.035,121.055,470,80,0
2025-10-05 03:45:00,121.055,121.175,120.325,120.735,416,80,0
2025-10-05 04:00:00,120.735,121.845,120.495,121.555,438,80,0
2025-10-05 04:15:00,121.555,121.815,121.155,121.445,413,80,0
2025-10-05 04:30:00,121.445,121.655,121.085,121.355,269,80,0
2025-10-05 04:45:00,121.355,122.115,121.355,121.985,338,80,0
2025-10-05 05:00:00,121.985,122.095,121.705,121.945,236,80,0
2025-10-05 05:15:00,121.945,122.625,121.775,122.615,373,80,0
2025-10-05 05:30:00,122.625,123.725,122.625,123.455,859,80,0
2025-10-05 05:45:00,123.455,124.095,123.435,123.845,511,80,0
2025-10-05 06:00:00,123.835,124.125,123.435,123.835,607,80,0
2025-10-05 06:15:00,123.835,124.085,123.005,123.335,490,80,0
2025-10-05 06:30:00,123.335,124.025,123.335,123.775,404,80,0
2025-10-05 06:45:00,123.775,123.895,122.415,122.655,408,80,0
2025-10-05 07:00:00,122.635,122.825,121.565,121.685,478,80,0
2025-10-05 07:15:00,121.685,121.865,121.335,121.385,403,80,0
2025-10-05 07:30:00,121.385,121.385,120.875,121.145,501,80,0
2025-10-05 07:45:00,121.145,122.045,121.105,121.195,1012,80,0
2025-10-05 08:00:00,121.195,121.555,120.505,120.865,594,80,0
2025-10-05 08:15:00,120.865,121.175,120.635,121.105,301,80,0
2025-10-05 08:30:00,121.105,121.455,120.915,121.305,248,80,0
2025-10-05 08:45:00,121.305,121.675,121.045,121.585,267,80,0
2025-10-05 09:00:00,121.585,121.805,121.455,121.605,326,80,0
2025-10-05 09:15:00,121.605,121.625,121.315,121.345,188,80,0
2025-10-05 09:30:00,121.345,121.435,120.865,121.145,176,80,0
2025-10-05 09:45:00,121.105,121.195,120.845,120.965,126,80,0
2025-10-05 10:00:00,120.965,121.535,120.965,121.385,210,80,0
2025-10-05 10:15:00,121.385,122.415,121.385,121.945,350,80,0
2025-10-05 10:30:00,121.945,122.125,121.895,121.995,201,80,0
2025-10-05 10:45:00,121.995,122.235,121.925,122.075,267,80,0
2025-10-05 11:00:00,122.075,122.505,121.995,122.115,336,80,0
2025-10-05 11:15:00,122.115,122.135,121.585,121.985,286,80,0
2025-10-05 11:30:00,121.985,122.085,121.715,122.035,170,80,0
2025-10-05 11:45:00,122.035,122.125,121.695,122.005,175,80,0
2025-10-05 12:00:00,122.005,122.005,121.635,121.695,138,80,0
2025-10-05 12:15:00,121.695,121.835,121.435,121.605,229,80,0
2025-10-05 12:30:00,121.485,121.585,120.645,120.775,597,80,0
2025-10-05 12:45:00,120.785,121.085,120.495,120.735,456,80,0
2025-10-05 13:00:00,120.735,120.885,120.055,120.645,556,80,0
2025-10-05 13:15:00,120.655,120.915,120.395,120.465,262,80,0
2025-10-05 13:30:00,120.465,120.475,119.865,120.085,267,80,0
2025-10-05 13:45:00,120.085,120.155,119.885,119.995,185,80,0
2025-10-05 14:00:00,119.995,120.085,119.605,119.695,330,80,0
2025-10-05 14:15:00,119.695,120.335,119.655,120.195,232,80,0
2025-10-05 14:30:00,120.195,120.235,119.975,120.105,166,80,0
