time,open,high,low,close,tick_volume,spread,real_volume
2025-10-06 05:00:00,1.17237,1.17273,1.17232,1.17271,865,13,0
2025-10-06 05:15:00,1.17272,1.17287,1.17255,1.17287,553,13,0
2025-10-06 05:30:00,1.17288,1.17303,1.17253,1.17257,457,13,0
2025-10-06 05:45:00,1.17256,1.17292,1.17251,1.17263,371,13,0
2025-10-06 06:00:00,1.17263,1.17287,1.17255,1.17268,576,13,0
2025-10-06 06:15:00,1.17269,1.17277,1.17248,1.17276,429,13,0
2025-10-06 06:30:00,1.17277,1.17298,1.17268,1.17288,465,13,0
2025-10-06 06:45:00,1.1729,1.17293,1.1722299999999999,1.17241,476,13,0
2025-10-06 07:00:00,1.17241,1.17259,1.17201,1.17212,765,13,0
2025-10-06 07:15:00,1.17212,1.1727,1.17192,1.17238,756,13,0
2025-10-06 07:30:00,1.17238,1.17253,1.1721300000000001,1.17224,614,13,0
2025-10-06 07:45:00,1.17224,1.17248,1.17191,1.17194,603,13,0
2025-10-06 08:00:00,1.17194,1.1724999999999999,1.17172,1.17172,614,13,0
2025-10-06 08:15:00,1.17171,1.17188,1.17151,1.17163,848,13,0
2025-10-06 08:30:00,1.17163,1.17173,1.17134,1.17146,736,13,0
2025-10-06 08:45:00,1.17147,1.17171,1.17135,1.17166,530,13,0
2025-10-06 09:00:00,1.17167,1.17191,1.17041,1.17069,1916,13,0
2025-10-06 09:15:00,1.17068,1.17116,1.17051,1.17116,1654,13,0
2025-10-06 09:30:00,1.17118,1.17124,1.16996,1.1701,1786,13,0
2025-10-06 09:45:00,1.17009,1.17016,1.169,1.16932,2563,13,0
2025-10-06 10:00:00,1.16931,1.17046,1.1690800000000001,1.1703000000000001,2797,13,0
2025-10-06 10:15:00,1.1703000000000001,1.17097,1.17001,1.17093,2040,13,0
2025-10-06 10:30:00,1.17094,1.17119,1.16667,1.16668,5569,13,0
2025-10-06 10:45:00,1.16668,1.1679,1.16619,1.16625,7339,13,0
2025-10-06 11:00:00,1.16624,1.16651,1.16523,1.16556,5566,13,0
2025-10-06 11:15:00,1.16556,1.16671,1.16516,1.16666,3385,13,0
2025-10-06 11:30:00,1.16666,1.16767,1.16643,1.16757,2854,13,0
2025-10-06 11:45:00,1.16758,1.1679,1.16663,1.1667399999999999,2437,13,0
2025-10-06 12:00:00,1.16671,1.16696,1.16583,1.16649,2453,13,0
2025-10-06 12:15:00,1.16648,1.16666,1.16606,1.16633,1463,13,0
2025-10-06 12:30:00,1.16631,1.16678,1.1657,1.16576,1620,13,0
2025-10-06 12:45:00,1.16575,1.16677,1.16566,1.1666,1666,13,0
2025-10-06 13:00:00,1.16661,1.16666,1.16521,1.16562,1491,13,0
2025-10-06 13:15:00,1.16561,1.16627,1.16541,1.1662,1654,13,0
2025-10-06 13:30:00,1.16619,1.16637,1.16599,1.16609,1177,13,0
2025-10-06 13:45:00,1.16609,1.16655,1.16573,1.16624,1668,13,0
2025-10-06 14:00:00,1.16624,1.16686,1.16565,1.16676,1309,13,0
2025-10-06 14:15:00,1.16677,1.1675,1.16663,1.16738,1034,13,0
2025-10-06 14:30:00,1.16738,1.16784,1.16721,1.16743,1183,13,0
2025-10-06 14:45:00,1.16744,1.16772,1.16713,1.1675,1296,13,0
2025-10-06 15:00:00,1.16749,1.16841,1.16719,1.16791,3441,13,0
2025-10-06 15:15:00,1.16791,1.1682,1.16746,1.16785,2071,13,0
2025-10-06 15:30:00,1.16784,1.1685,1.16766,1.16827,1663,13,0
2025-10-06 15:45:00,1.16827,1.1689,1.16815,1.16886,1430,13,0
2025-10-06 16:00:00,1.16887,1.16949,1.1687400000000001,1.16916,1810,13,0
2025-10-06 16:15:00,1.16916,1.1694499999999999,1.16864,1.16875,1287,13,0
2025-10-06 16:30:00,1.16875,1.16967,1.16827,1.16962,1859,13,0
2025-10-06 16:45:00,1.16962,1.1702,1.1695,1.16988,1750,13,0
2025-10-06 17:00:00,1.16989,1.17054,1.16956,1.17016,1930,13,0
2025-10-06 17:15:00,1.17017,1.17024,1.16942,1.1698,1396,13,0
2025-10-06 17:30:00,1.1697899999999999,1.17075,1.16953,1.17075,1426,13,0
2025-10-06 17:45:00,1.17074,1.17169,1.17057,1.17156,2420,13,0
2025-10-06 18:00:00,1.17156,1.17201,1.1713,1.17148,2101,13,0
2025-10-06 18:15:00,1.17148,1.1715,1.1708,1.17088,1241,13,0
