commodity,timestamp,open,high,low,close
XAU/USD,2025-10-14 14:45:00,4178.22,4183.67,4176.96,4179.1
XAU/USD,2025-10-14 15:00:00,4179.11,4184.79,4177.33,4184.77
XAU/USD,2025-10-14 15:15:00,4184.78,4184.78,4173.36,4179.3
XAU/USD,2025-10-14 15:30:00,4179.3,4179.84,4170.31,4178.59
XAU/USD,2025-10-14 15:45:00,4178.59,4185.4,4177.99,4185.04
XAU/USD,2025-10-14 16:00:00,4185.04,4198.79,4183.1,4195.04
XAU/USD,2025-10-14 16:15:00,4195.03,4200.0,4190.73,4194.97
XAU/USD,2025-10-14 16:30:00,4194.83,4195.72,4119.71,4120.38
XAU/USD,2025-10-14 16:45:00,4120.38,4152.09,4120.38,4132.44
XAU/USD,2025-10-14 17:00:00,4132.28,4146.62,4120.88,4123.64
XAU/USD,2025-10-14 17:15:00,4123.76,4133.23,4103.38,4129.5
XAU/USD,2025-10-14 17:30:00,4129.35,4129.56,4114.83,4114.83
XAU/USD,2025-10-14 17:45:00,4114.83,4127.78,4107.7,4127.5
XAU/USD,2025-10-14 18:00:00,4127.28,4128.16,4118.3,4127.2
XAU/USD,2025-10-14 18:15:00,4127.5,4143.27,4127.19,4140.1
XAU/USD,2025-10-14 18:30:00,4140.11,4143.11,4134.9,4135.91
XAU/USD,2025-10-14 18:45:00,4135.91,4143.19,4135.91,4142.41
XAU/USD,2025-10-14 19:00:00,4142.41,4158.44,4142.41,4157.91
XAU/USD,2025-10-14 19:15:00,4158.03,4160.87,4154.91,4160.87
XAU/USD,2025-10-14 19:30:00,4160.87,4160.87,4147.04,4147.05
XAU/USD,2025-10-14 19:45:00,4147.05,4157.8,4147.05,4157.28
XAU/USD,2025-10-14 20:00:00,4157.27,4157.4,4150.0,4155.22
XAU/USD,2025-10-14 20:15:00,4155.21,4161.26,4151.58,4155.0
XAU/USD,2025-10-14 20:30:00,4155.0,4157.46,4150.03,4150.03
XAU/USD,2025-10-14 20:45:00,4150.03,4150.03,4136.0,4141.57
XAU/USD,2025-10-14 21:00:00,4141.57,4143.14,4130.48,4140.49
XAU/USD,2025-10-14 21:15:00,4140.49,4150.88,4139.01,4149.91
XAU/USD,2025-10-14 21:30:00,4149.91,4153.0,4148.22,4150.32
XAU/USD,2025-10-14 21:45:00,4150.32,4150.32,4140.27,4142.69
XAU/USD,2025-10-14 22:00:00,4142.7,4145.29,4140.86,4141.12
XAU/USD,2025-10-14 22:15:00,4141.12,4150.0,4138.79,4140.58
XAU/USD,2025-10-14 22:30:00,4140.58,4142.38,4133.99,4140.62
XAU/USD,2025-10-14 22:45:00,4140.61,4141.93,4135.45,4139.6
XAU/USD,2025-10-14 23:00:00,4139.59,4145.01,4137.13,4138.75
XAU/USD,2025-10-14 23:15:00,4138.75,4143.27,4126.79,4129.89
XAU/USD,2025-10-14 23:30:00,4129.96,4130.3,4116.76,4119.99
XAU/USD,2025-10-14 23:45:00,4119.99,4123.09,4116.1,4117.73
XAU/USD,2025-10-15 00:00:00,4117.73,4131.09,4112.0,4128.51
XAU/USD,2025-10-15 00:15:00,4128.51,4133.94,4120.23,4125.39
XAU/USD,2025-10-15 00:30:00,4125.38,4141.09,4121.2,4140.69
XAU/USD,2025-10-15 00:45:00,4140.68,4143.31,4128.0,4136.3
XAU/USD,2025-10-15 01:00:00,4136.3,4149.01,4133.08,4144.7
XAU/USD,2025-10-15 01:15:00,4145.41,4147.55,4139.71,4144.97
XAU/USD,2025-10-15 01:30:00,4145.17,4150.0,4138.69,4141.8
XAU/USD,2025-10-15 01:45:00,4141.85,4146.0,4139.3,4140.8
XAU/USD,2025-10-15 02:00:00,4140.8,4151.65,4138.89,4150.77
XAU/USD,2025-10-15 02:15:00,4150.77,4152.42,4147.49,4149.42
XAU/USD,2025-10-15 02:30:00,4149.43,4154.22,4148.8,4150.38
XAU/USD,2025-10-15 02:45:00,4150.38,4150.72,4144.01,4148.88
XAU/USD,2025-10-15 03:00:00,4148.94,4152.26,4141.86,4143.37
XAU/USD,2025-10-15 03:15:00,4143.37,4151.55,4140.0,4146.81
XAU/USD,2025-10-15 03:30:00,4146.8,4155.96,4145.49,4154.76
XAU/USD,2025-10-15 03:45:00,4154.76,4169.43,4154.2,4155.7
XAU/USD,2025-10-15 04:00:00,4154.96,4172.69,4152.4,4161.26
XAU/USD,2025-10-15 04:15:00,4161.26,4169.28,4160.13,4162.67
XAU/USD,2025-10-15 04:30:00,4164.18,4173.19,4164.17,4166.34
XAU/USD,2025-10-15 04:45:00,4166.34,4166.34,4160.51,4162.76
XAU/USD,2025-10-15 05:00:00,4162.75,4169.12,4160.67,4162.78
XAU/USD,2025-10-15 05:15:00,4162.77,4164.18,4158.18,4162.59
XAU/USD,2025-10-15 05:30:00,4162.59,4165.35,4158.69,4161.6
XAU/USD,2025-10-15 05:45:00,4161.6,4163.83,4161.6,4161.89
XAU/USD,2025-10-15 06:00:00,4161.89,4165.96,4161.45,4162.91
XAU/USD,2025-10-15 06:15:00,4162.91,4163.01,4161.48,4161.89
XAU/USD,2025-10-15 06:30:00,4161.88,4162.67,4146.31,4152.43
XAU/USD,2025-10-15 06:45:00,4152.44,4157.36,4150.0,4155.65
XAU/USD,2025-10-15 07:00:00,4155.53,4159.66,4153.26,4155.22
XAU/USD,2025-10-15 07:15:00,4155.22,4158.34,4155.21,4156.27
XAU/USD,2025-10-15 07:30:00,4156.28,4156.28,4153.62,4154.36
XAU/USD,2025-10-15 07:45:00,4154.35,4156.94,4153.9,4153.92
XAU/USD,2025-10-15 08:00:00,4153.91,4154.58,4152.65,4152.65
XAU/USD,2025-10-15 08:15:00,4152.65,4154.55,4151.67,4154.54
XAU/USD,2025-10-15 08:30:00,4154.55,4156.8,4154.54,4156.8
XAU/USD,2025-10-15 08:45:00,4156.8,4157.98,4155.06,4155.55
XAU/USD,2025-10-15 09:00:00,4155.54,4170.34,4153.35,4170.31
XAU/USD,2025-10-15 09:15:00,4170.31,4174.25,4165.39,4166.15
XAU/USD,2025-10-15 09:30:00,4166.14,4172.32,4163.18,4170.13
XAU/USD,2025-10-15 09:45:00,4170.54,4177.61,4170.41,4171.62
XAU/USD,2025-10-15 10:00:00,4171.61,4174.0,4169.0,4171.76
XAU/USD,2025-10-15 10:15:00,4171.77,4177.37,4171.77,4177.36
XAU/USD,2025-10-15 10:30:00,4177.37,4180.74,4176.37,4177.76
XAU/USD,2025-10-15 10:45:00,4177.75,4184.13,4176.7,4176.71
XAU/USD,2025-10-15 11:00:00,4176.7,4183.45,4174.1,4183.45
XAU/USD,2025-10-15 11:15:00,4183.45,4184.95,4170.81,4172.34
XAU/USD,2025-10-15 11:30:00,4172.35,4183.03,4171.02,4181.61
XAU/USD,2025-10-15 11:45:00,4181.76,4182.35,4176.5,4177.88
XAU/USD,2025-10-15 12:00:00,4177.95,4200.0,4177.95,4195.48
XAU/USD,2025-10-15 12:15:00,4195.49,4204.01,4191.54,4201.5
XAU/USD,2025-10-15 12:30:00,4201.5,4203.67,4193.4,4195.25
XAU/USD,2025-10-15 12:45:00,4195.23,4199.1,4194.03,4198.98
XAU/USD,2025-10-15 13:00:00,4198.98,4201.05,4194.99,4195.74
XAU/USD,2025-10-15 13:15:00,4195.78,4201.22,4195.77,4197.12
XAU/USD,2025-10-15 13:30:00,4197.11,4197.11,4188.0,4191.68
XAU/USD,2025-10-15 13:45:00,4191.68,4195.18,4188.0,4194.48
XAU/USD,2025-10-15 14:00:00,4194.49,4200.79,4194.49,4199.69
XAU/USD,2025-10-15 14:15:00,4199.7,4201.25,4197.42,4200.75
XAU/USD,2025-10-15 14:30:00,4200.75,4200.94,4199.0,4200.37
XAU/USD,2025-10-15 14:45:00,4200.37,4207.13,4200.32,4205.24
XAU/USD,2025-10-15 15:00:00,4205.24,4208.37,4200.71,4205.74
XAU/USD,2025-10-15 15:15:00,4205.74,4205.74,4191.24,4194.76
XAU/USD,2025-10-15 15:30:00,4194.75,4197.06,4191.73,4196.23
XAU/USD,2025-10-15 15:45:00,4196.23,4197.51,4194.69,4195.78
XAU/USD,2025-10-15 16:00:00,4195.78,4203.41,4193.71,4203.41
XAU/USD,2025-10-15 16:15:00,4203.41,4204.81,4192.99,4204.56
XAU/USD,2025-10-15 16:30:00,4204.28,4204.69,4197.82,4201.8
XAU/USD,2025-10-15 16:45:00,4201.61,4204.81,4198.64,4198.72
XAU/USD,2025-10-15 17:00:00,4198.75,4200.99,4198.75,4200.53
XAU/USD,2025-10-15 17:15:00,4208.5,4209.56,4203.3,4205.92
XAU/USD,2025-10-15 17:30:00,4205.92,4211.0,4202.77,4210.99
XAU/USD,2025-10-15 17:45:00,4211.0,4217.93,4211.0,4217.93
XAU/USD,2025-10-15 18:00:00,4217.93,4221.15,4214.46,4216.83
XAU/USD,2025-10-15 18:15:00,4216.83,4217.55,4210.06,4215.51
XAU/USD,2025-10-15 18:30:00,4215.51,4225.99,4215.5,4223.52
XAU/USD,2025-10-15 18:45:00,4223.52,4227.36,4222.0,4224.66
XAU/USD,2025-10-15 19:00:00,4224.94,4239.54,4224.94,4233.0
XAU/USD,2025-10-15 19:15:00,4232.71,4240.29,4227.74,4228.04
XAU/USD,2025-10-15 19:30:00,4228.05,4235.06,4228.04,4232.91
XAU/USD,2025-10-15 19:45:00,4232.9,4233.62,4226.83,4226.84
XAU/USD,2025-10-15 20:00:00,4226.66,4227.7,4219.15,4219.16
XAU/USD,2025-10-15 20:15:00,4219.16,4220.13,4188.0,4207.91
XAU/USD,2025-10-15 20:30:00,4207.9,4213.95,4206.29,4212.49
XAU/USD,2025-10-15 20:45:00,4212.48,4213.96,4207.8,4210.01
XAU/USD,2025-10-15 21:00:00,4210.01,4214.88,4208.68,4214.18
XAU/USD,2025-10-15 21:15:00,4214.18,4225.01,4213.86,4220.37
XAU/USD,2025-10-15 21:30:00,4220.38,4226.0,4220.0,4220.0
XAU/USD,2025-10-15 21:45:00,4220.0,4224.65,4220.0,4224.65
XAU/USD,2025-10-15 22:00:00,4224.65,4224.68,4221.2,4223.58
XAU/USD,2025-10-15 22:15:00,4223.59,4225.1,4222.29,4223.21
XAU/USD,2025-10-15 22:30:00,4223.21,4227.14,4220.0,4226.0
XAU/USD,2025-10-15 22:45:00,4226.0,4226.01,4220.0,4223.0
XAU/USD,2025-10-15 23:00:00,4223.0,4228.88,4221.38,4221.38
XAU/USD,2025-10-15 23:15:00,4221.34,4222.55,4209.01,4209.02
XAU/USD,2025-10-15 23:30:00,4209.02,4215.07,4205.61,4208.12
XAU/USD,2025-10-15 23:45:00,4208.11,4211.76,4200.76,4210.35
XAU/USD,2025-10-16 00:00:00,4210.35,4215.15,4205.09,4212.46
XAU/USD,2025-10-16 00:15:00,4212.46,4214.91,4207.05,4210.64
XAU/USD,2025-10-16 00:30:00,4210.63,4215.42,4202.16,4211.67
XAU/USD,2025-10-16 00:45:00,4211.58,4214.47,4205.78,4211.13
XAU/USD,2025-10-16 01:00:00,4211.12,4229.89,4210.56,4228.06
XAU/USD,2025-10-16 01:15:00,4228.06,4229.98,4223.41,4226.46
XAU/USD,2025-10-16 01:30:00,4226.45,4226.78,4214.81,4218.79
XAU/USD,2025-10-16 01:45:00,4218.8,4223.0,4212.69,4219.47
XAU/USD,2025-10-16 02:00:00,4219.47,4220.85,4214.39,4219.04
XAU/USD,2025-10-16 02:15:00,4219.03,4222.0,4217.6,4220.33
XAU/USD,2025-10-16 02:30:00,4220.33,4220.6,4205.53,4216.52
XAU/USD,2025-10-16 02:45:00,4216.53,4221.08,4203.51,4211.71
XAU/USD,2025-10-16 03:00:00,4211.71,4214.6,4206.16,4210.34
XAU/USD,2025-10-16 03:15:00,4210.34,4217.16,4210.34,4214.62
XAU/USD,2025-10-16 03:30:00,4214.24,4216.1,4207.53,4212.41
XAU/USD,2025-10-16 03:45:00,4212.4,4215.76,4209.85,4215.49
XAU/USD,2025-10-16 04:00:00,4215.49,4215.97,4205.13,4208.02
XAU/USD,2025-10-16 04:15:00,4206.94,4218.0,4205.06,4208.91
XAU/USD,2025-10-16 04:30:00,4208.91,4213.27,4207.15,4213.26
XAU/USD,2025-10-16 04:45:00,4213.26,4218.6,4213.26,4218.6
XAU/USD,2025-10-16 05:00:00,4218.6,4224.33,4217.67,4221.03
XAU/USD,2025-10-16 05:15:00,4221.04,4227.93,4209.47,4216.99
XAU/USD,2025-10-16 05:30:00,4216.98,4219.31,4216.38,4218.48
XAU/USD,2025-10-16 05:45:00,4218.47,4220.89,4215.49,4220.0
XAU/USD,2025-10-16 06:00:00,4220.01,4225.05,4219.09,4225.05
XAU/USD,2025-10-16 06:15:00,4225.04,4230.8,4225.04,4229.99
XAU/USD,2025-10-16 06:30:00,4229.98,4230.0,4224.94,4226.66
XAU/USD,2025-10-16 06:45:00,4226.66,4231.81,4226.66,4230.95
XAU/USD,2025-10-16 07:00:00,4230.95,4235.47,4229.55,4232.19
XAU/USD,2025-10-16 07:15:00,4232.19,4233.58,4230.2,4231.48
XAU/USD,2025-10-16 07:30:00,4231.0,4235.86,4230.25,4235.33
XAU/USD,2025-10-16 07:45:00,4235.34,4235.5,4231.48,4232.04
XAU/USD,2025-10-16 08:00:00,4232.04,4235.67,4231.01,4231.02
XAU/USD,2025-10-16 08:15:00,4231.01,4237.27,4230.86,4237.26
XAU/USD,2025-10-16 08:30:00,4237.27,4238.62,4231.11,4231.24
XAU/USD,2025-10-16 08:45:00,4231.24,4236.64,4231.0,4235.98
XAU/USD,2025-10-16 09:00:00,4235.62,4239.04,4232.81,4234.25
