crypto,timestamp,open,high,low,close
ADA/USD,2025-10-15 07:15:00,0.701386,0.703062,0.699427,0.699437
ADA/USD,2025-10-15 07:30:00,0.699264,0.701238,0.698468,0.699977
ADA/USD,2025-10-15 07:45:00,0.699797,0.702508,0.699583,0.702378
ADA/USD,2025-10-15 08:00:00,0.702093,0.704419,0.701618,0.704283
ADA/USD,2025-10-15 08:15:00,0.704302,0.710979,0.703925,0.710296
ADA/USD,2025-10-15 08:30:00,0.710094,0.716057,0.707348,0.709729
ADA/USD,2025-10-15 08:45:00,0.709781,0.709781,0.704969,0.705022
ADA/USD,2025-10-15 09:00:00,0.705042,0.705132,0.701227,0.702167
ADA/USD,2025-10-15 09:15:00,0.702253,0.702622,0.697724,0.699109
ADA/USD,2025-10-15 09:30:00,0.699022,0.70062,0.695953,0.700083
ADA/USD,2025-10-15 09:45:00,0.699936,0.701404,0.698533,0.699907
