symbol,timestamp,open,high,low,close,volume
EWJ,2025-10-13 13:00:00,79.42,79.4401,79.33,79.34,86607.0
EWJ,2025-10-13 13:15:00,79.3397,79.36,79.295,79.31,64286.0
EWJ,2025-10-13 13:30:00,79.31,79.32,79.28,79.2899,182305.0
EWJ,2025-10-13 13:45:00,79.29,79.31,79.235,79.305,157659.0
EWJ,2025-10-13 14:00:00,79.305,79.39,79.295,79.385,212789.0
EWJ,2025-10-13 14:15:00,79.39,79.47,79.39,79.45,120601.0
EWJ,2025-10-13 14:30:00,79.45,79.4673,79.3546,79.37,189196.0
EWJ,2025-10-13 14:45:00,79.38,79.385,79.26,79.27,97970.0
EWJ,2025-10-13 15:00:00,79.28,79.34,79.235,79.3,128026.0
EWJ,2025-10-13 15:15:00,79.3015,79.415,79.3015,79.3444,120948.0
EWJ,2025-10-13 15:30:00,79.3499,79.38,79.3301,79.3656,157557.0
EWJ,2025-10-13 15:45:00,79.3672,79.37,79.29,79.31,1476092.0
EWJ,2025-10-13 16:00:00,79.29,79.3,79.16,79.29,1605079.0
EWJ,2025-10-13 16:15:00,79.29,79.29,79.28,79.29,6605.0
EWJ,2025-10-13 16:30:00,79.3,79.3,79.29,79.29,1837.0
EWJ,2025-10-13 16:45:00,80.24,80.24,80.1229,80.1229,301.0
EWJ,2025-10-13 17:00:00,79.29,79.31,79.29,79.31,65831.0
EWJ,2025-10-13 17:15:00,79.66,79.66,79.31,79.31,15.0
EWJ,2025-10-13 17:30:00,79.3,79.3,79.3,79.3,89.0
EWJ,2025-10-13 17:45:00,79.3,79.3,79.3,79.3,20.0
EWJ,2025-10-13 18:00:00,79.31,79.36,79.31,79.36,101.0
EWJ,2025-10-13 18:30:00,79.29,79.62,78.7,78.7,324402.0
EWJ,2025-10-13 18:45:00,79.36,79.36,79.36,79.36,2.0
EWJ,2025-10-13 19:15:00,79.52,79.54,79.49,79.49,4.0
EWJ,2025-10-13 19:30:00,79.4,79.53,79.4,79.49,79.0
EWJ,2025-10-13 20:00:00,79.29,79.29,79.29,79.29,324386.0
EWJ,2025-10-14 09:30:00,79.31,79.35,79.19,79.21,31762.0
EWJ,2025-10-14 09:45:00,79.215,79.51,79.19,79.465,30182.0
EWJ,2025-10-14 10:00:00,79.46,79.635,79.44,79.63,26678.0
EWJ,2025-10-14 10:15:00,79.62,79.7,79.585,79.69,38578.0
EWJ,2025-10-14 10:30:00,79.69,79.78,79.68,79.75,33000.0
EWJ,2025-10-14 10:45:00,79.725,79.84,79.715,79.84,18512.0
EWJ,2025-10-14 11:00:00,79.84,79.935,79.815,79.85,29338.0
