symbol,timestamp,open,high,low,close,volume
EWJ,2025-10-13 17:00:00,79.29,79.31,79.29,79.31,65831.0
EWJ,2025-10-13 17:15:00,79.66,79.66,79.31,79.31,15.0
EWJ,2025-10-13 17:30:00,79.3,79.3,79.3,79.3,89.0
EWJ,2025-10-13 17:45:00,79.3,79.3,79.3,79.3,20.0
EWJ,2025-10-13 18:00:00,79.31,79.36,79.31,79.36,101.0
EWJ,2025-10-13 18:30:00,79.29,79.62,78.7,78.7,324402.0
EWJ,2025-10-13 18:45:00,79.36,79.36,79.36,79.36,2.0
EWJ,2025-10-13 19:15:00,79.52,79.54,79.49,79.49,4.0
EWJ,2025-10-13 19:30:00,79.4,79.53,79.4,79.49,79.0
EWJ,2025-10-13 20:00:00,79.29,79.29,79.29,79.29,324386.0
EWU,2025-10-09 10:00:00,42.405,42.415,42.38,42.39,32515.0
EWU,2025-10-09 10:15:00,42.395,42.425,42.34,42.34,22157.0
EWU,2025-10-09 10:30:00,42.32,42.325,42.29,42.29,53775.0
EWU,2025-10-09 10:45:00,42.28,42.305,42.27,42.29,11777.0
EWU,2025-10-09 11:00:00,42.29,42.3042,42.245,42.26,42491.0
EWU,2025-10-09 11:15:00,42.26,42.285,42.1748,42.1748,114862.0
EWU,2025-10-09 11:30:00,42.175,42.19,42.1348,42.15,243876.0
EWU,2025-10-09 11:45:00,42.155,42.225,42.1501,42.22,212542.0
EWU,2025-10-09 12:00:00,42.2172,42.2387,42.17,42.1701,66862.0
EWU,2025-10-09 12:15:00,42.17,42.185,42.1501,42.175,154565.0
EWU,2025-10-09 12:30:00,42.18,42.18,42.125,42.15,152264.0
EWU,2025-10-09 12:45:00,42.15,42.165,42.09,42.099,133051.0
EWU,2025-10-09 13:00:00,42.0999,42.1152,41.98,42.105,477477.0
EWU,2025-10-09 13:15:00,42.11,42.125,42.095,42.105,71842.0
EWU,2025-10-09 13:30:00,42.1,42.135,42.095,42.11,65747.0
EWU,2025-10-09 13:45:00,42.115,42.1199,42.0901,42.1,82447.0
EWU,2025-10-09 14:00:00,42.105,42.105,42.045,42.06,77131.0
EWU,2025-10-09 14:15:00,42.055,42.085,42.055,42.06,83643.0
EWU,2025-10-09 14:30:00,42.0555,42.0555,42.035,42.0401,66706.0
EWU,2025-10-09 14:45:00,42.04,42.04,42.0,42.025,46569.0
EWU,2025-10-09 15:00:00,42.025,42.0648,42.025,42.06,48717.0
EWU,2025-10-09 15:15:00,42.0535,42.09,42.0401,42.075,57024.0
EWU,2025-10-09 15:30:00,42.0715,42.1,42.07,42.085,39821.0
EWU,2025-10-09 15:45:00,42.085,42.1052,42.06,42.09,92368.0
EWU,2025-10-09 16:00:00,42.085,42.14,42.07,42.07,76833.0
EWU,2025-10-09 18:30:00,42.07,42.07,42.07,42.07,23185.0
EWU,2025-10-09 20:00:00,42.07,42.07,42.07,42.07,23185.0
EWU,2025-10-10 06:30:00,42.07,42.12,42.07,42.12,18.0
EWU,2025-10-10 08:00:00,42.36,42.36,42.36,42.36,5.0
EWU,2025-10-10 08:45:00,42.07,42.07,42.07,42.07,1.0
EWU,2025-10-10 09:00:00,42.0007,42.0007,42.0007,42.0007,200.0
EWU,2025-10-10 09:15:00,42.07,42.07,42.07,42.07,9.0
EWU,2025-10-10 09:30:00,42.1,42.1,42.065,42.085,26410.0
EWU,2025-10-10 09:45:00,42.09,42.11,42.05,42.075,60606.0
EWU,2025-10-10 10:00:00,42.075,42.135,42.045,42.105,43018.0
EWU,2025-10-10 10:15:00,42.1,42.1,42.05,42.05,67778.0
EWU,2025-10-10 10:30:00,42.06,42.11,42.06,42.095,82474.0
EWU,2025-10-10 10:45:00,42.095,42.13,41.94,41.96,351685.0
EWU,2025-10-10 11:00:00,41.96,42.07,41.91,42.04,291183.0
EWU,2025-10-10 11:15:00,42.035,42.05,41.92,41.95,136589.0
EWU,2025-10-10 11:30:00,41.95,41.99,41.875,41.97,109704.0
EWU,2025-10-10 11:45:00,41.98,42.015,41.885,41.91,103453.0
EWU,2025-10-10 12:00:00,41.91,41.91,41.85,41.9,83380.0
EWU,2025-10-10 12:15:00,41.9,41.9,41.83,41.87,38655.0
EWU,2025-10-10 12:30:00,41.88,41.905,41.85,41.855,51884.0
EWU,2025-10-10 12:45:00,41.855,41.86,41.765,41.78,106408.0
EWU,2025-10-10 13:00:00,41.785,41.79,41.72,41.735,31471.0
EWU,2025-10-10 13:15:00,41.74,41.79,41.74,41.79,36078.0
EWU,2025-10-10 13:30:00,41.795,41.84,41.79,41.81,52659.0
EWU,2025-10-10 13:45:00,41.805,41.815,41.77,41.815,40540.0
EWU,2025-10-10 14:00:00,41.815,41.815,41.77,41.8,30432.0
EWU,2025-10-10 14:15:00,41.81,41.8384,41.7992,41.815,22027.0
EWU,2025-10-10 14:30:00,41.82,41.8299,41.765,41.765,30057.0
EWU,2025-10-10 14:45:00,41.77,41.785,41.735,41.735,41277.0
EWU,2025-10-10 15:00:00,41.74,41.76,41.715,41.725,40126.0
EWU,2025-10-10 15:15:00,41.73,41.755,41.715,41.72,51144.0
EWU,2025-10-10 15:30:00,41.7297,41.74,41.685,41.74,55391.0
EWU,2025-10-10 15:45:00,41.75,41.8,41.72,41.74,413882.0
EWU,2025-10-10 16:00:00,41.73,42.445,41.63,42.445,185908.0
EWU,2025-10-10 16:15:00,41.73,41.73,41.73,41.73,111546.0
EWU,2025-10-10 16:30:00,41.73,41.73,41.73,41.73,2.0
EWU,2025-10-10 17:15:00,41.7,41.7,41.7,41.7,3.0
EWU,2025-10-10 18:15:00,41.51,41.51,41.51,41.51,221.0
EWU,2025-10-10 18:30:00,41.73,41.73,41.73,41.73,60304.0
EWU,2025-10-10 18:45:00,42.34,42.34,42.34,42.34,1.0
EWU,2025-10-10 20:00:00,41.73,41.73,41.73,41.73,60304.0
EWU,2025-10-13 04:00:00,41.84,41.84,41.84,41.84,10.0
EWU,2025-10-13 08:15:00,41.87,41.87,41.87,41.87,2.0
EWU,2025-10-13 08:45:00,41.82,41.82,41.82,41.82,1.0
EWU,2025-10-13 09:00:00,41.87,41.87,41.87,41.87,1.0
EWU,2025-10-13 09:15:00,41.79,41.79,41.79,41.79,2.0
EWU,2025-10-13 09:30:00,41.85,41.88,41.815,41.85,195753.0
EWU,2025-10-13 09:45:00,41.85,41.94,41.825,41.94,98296.0
EWU,2025-10-13 10:00:00,41.94,41.98,41.905,41.9076,80602.0
EWU,2025-10-13 10:15:00,41.9,41.93,41.87,41.87,30624.0
